"","meanSIS","meanRain","nEvents","windowstart","windowend","hours","variable","value","measure"
"546",288.554791884825,1.61538461538462,1271,2004-10-19,2005-01-17,283.25,"Rushenka",188,"stren"
"547",190.992201581347,0.775824175824176,345,2005-07-16,2005-10-14,121.866666666667,"Rushenka",107,"stren"
"548",301.689234566828,0.602197802197802,480,2005-10-14,2006-01-12,174.383333333333,"Rushenka",123,"stren"
"549",215.151421241374,0.298901098901099,540,2006-01-12,2006-04-12,251.783333333333,"Rushenka",129,"stren"
"550",171.824312852352,2.32747252747253,573,2006-07-11,2006-10-09,172.066666666667,"Rushenka",116,"stren"
"572",190.992201581347,0.775824175824176,345,2005-07-16,2005-10-14,121.866666666667,"Ulrike",61,"stren"
"573",301.689234566828,0.602197802197802,480,2005-10-14,2006-01-12,174.383333333333,"Ulrike",122,"stren"
"574",215.151421241374,0.298901098901099,540,2006-01-12,2006-04-12,251.783333333333,"Ulrike",80,"stren"
"575",171.824312852352,2.32747252747253,573,2006-07-11,2006-10-09,172.066666666667,"Ulrike",127,"stren"
"580",128.256327465637,1.29450549450549,777,1998-05-24,1998-08-22,174.683333333333,"Liz",18,"stren"
"647",190.992201581347,0.775824175824176,345,2005-07-16,2005-10-14,121.866666666667,"Vicky",65,"stren"
"648",301.689234566828,0.602197802197802,480,2005-10-14,2006-01-12,174.383333333333,"Vicky",128,"stren"
"649",215.151421241374,0.298901098901099,540,2006-01-12,2006-04-12,251.783333333333,"Vicky",132,"stren"
"650",171.824312852352,2.32747252747253,573,2006-07-11,2006-10-09,172.066666666667,"Vicky",104,"stren"
